DPPNNNNNNNBS 	CRBVVVSPPNNNNNBSZVVVVVSDPPNNNNNAS 
DDPNNNNNNNAS 	CRAVVVSNNNBTPCRBVVTNNNNNBTPPCRBVVVTNNNNNNNNASCRAVSPPNNNNNNNNNATPZVSDPNNAS 
DDDPNNNBS 	CRBVVSPNBTZVVVVSNAS 
DDDPPNNNNNNAS 	CRAVVVSPNNNNBTPPCRBVVTNNNNNNNNNBTPPZVVVVVSDDNBS 
DDDPPNNBS 	CRBVVVVSPNNNNNNNNNBSPZVVVSDPNNNNAS 
NNNNNAS 	CRAVVVVVSPPNNNNASCRAVVVVSNNNNBSPZVVVSDPNBT 
DPPNNNNNNNNBT 	CRBVVVTPPNNNBTCRBVTPPNNATPCRAVVVVTNNNBTPPCRBVVVVTNNNATPPZVVVVTDPNNNNBT 
DPPNNNNNNNNNBS 	CRBVVVSPPNNBSCRBVVVVVSNNNNNNNBTPPCRBVVTPPNNNNNBTPPCRBVTPNNNNNNASZVSPPNNNNAS 
DNNNNNNBS 	CRBVSPNNNNNNNBSPCRBVVVSPNNNNNNNASPPZVVVVSDDPPNNNNNNNNNBS 
DDNNNNNNNNAT 	CRAVVVTNNNNNNNNNBTPCRBVVVVVTNNNNNNNASCRAVVVSPPNNNNNNNNBSPPCRBVVSPPNNNNNNNNBTZVVTDDDPPNNNNNNNNNAS 
DDNNBT 	CRBVTPNNNNNNBSCRBVVVVVSNNNNNNATZVVVTPPNNBT 
DPNNNNBT 	CRBVVTNNNNASCRAVVSNNNNASPCRAVVVSPNNNNNNNNNASPPZVVTDDDPPNNNAS 
DDDPNAS 	CRAVVVVVSPNNNATPCRAVVVVVTPNNBTCRBVTPPNNNASZVSDDDNNNNNNNBT 
NNBS 	CRBVVSPPNBTPPCRBVVVVTPNNNNNNNASCRAVVVVSNNNNNASPPZVVVVVSPPNNNNNNBS 
PNNNNBS 	CRBVSPNNNNNATZVVVSDDDNNBS 
PNNNNNNNAT 	CRAVVVTPPNNATZVVVTNNNNBS 
DDDPPNNAT 	CRAVVVVVTPNNNNNNNATPCRAVVVTNNASPPZVVVVTDDDPPNNNNNBS 
DDPPNNAS 	CRAVVVVVSPPNNNNNBSPCRBVVVSPNNNNNNASPCRAVVVSPPNNBTPPZVVVSDDNNNNBT 
PNNAS 	CRAVVVVSPNNNNNNBSCRBVSNNNNNNBTPPCRBVVVVVTNNNNBSPCRBVVVVSPPNNBTPZVVVVSDDNNNNNNNNNBT 
PNNNNBT 	CRBVVVVTPNNATZVTDDDPNNNNNBS 
DPPNNNNNNNNNAS 	CRAVVVVVSNNATPPCRAVVVVVTPPNNNNNNNASPCRAVVVVVSPPNBSPCRBVSPNNNNBTPZVVVVVSDDNNNNNNNNAT 
DDDNNNNNNAS 	CRAVSNNNNNNATPPCRAVTPPNNNATZVVSDDDPNBS 
DDDNNAT 	CRAVVVTPNNNNNNASPCRAVVVSPNNNBSPCRBVVVVSPNNNNNNNNATCRAVTNNNNNNATPZVVVVVTDDDPPNNNBS 
DDDNNNNNAS 	CRAVSPPNNNNATPCRAVVVVTPPNNNATPPCRAVTNNNNNATCRAVVVTPNNNNASZVSDDPNNBS 
PNNNNNNNNBS 	CRBVVVVVSPPNNNNNNNNBTPCRBVVTPPNNNNNNNNNBTPZVSDDPNNNNNNNBS 
DDDPNNNNNNNBT 	CRBVVVVVTNNNNNNNNNATCRAVVVVTPPNNNATCRAVVVTPPNNNBTPCRBVVVTPNNBSPPZVVVVTPNNAT 
DDPPNBS 	CRBVSPPNNBSCRBVVSPNBTPZVVVSPNNNNNNNNBT 
NNNBS 	CRBVVVVSNNNNNNNBTPCRBVVVTPNATPPCRAVVVVVTPNBSPCRBVSPNNNNATZVVVVSDDNNNNNNBS 
DDDPPNNAT 	CRAVVTNATPPZVVVVTDDDPNNNNNNNNAS 
DDPNNNAS 	CRAVVVSNNNNNNATPPZVVVVSDDDPPNNNBS 
DDNAT 	CRAVVVVTPNNNNNNNNNASCRAVVVVSPNNNNNNBTPPCRBVVVVVTPNNNNATPZVVTDDPPNNBS 
NNNAT 	CRAVVVVVTPPNNNNATPCRAVVVTPPNNNNNNNNNASPZVVTPPNBT 
DNNNNNNBS 	CRBVVVVSNASPCRAVVVSPPNNNNASCRAVVVVVSPNNNNNNNBTPPCRBVVVVTNNBSZVVSDDNNNNNAS 
NNNNNNNNNBS 	CRBVVSPPNNBSCRBVVVVVSPPNNNNNNNNNATPCRAVTPPNNNATPPCRAVVVVVTNBTPPZVVVSDPNNNNNNNNBS 
DDPNNNNNNNAT 	CRAVVVTPPNNNNNNATPPCRAVTNNNNBTZVVTPPNNNNNNNNBS 
DDPPNNNNNNBT 	CRBVVVTPNNNNNNNNNATCRAVVVTPNNNNATPZVVTDPPNNNNNNNNNAT 
DDDPPNNBT 	CRBVVVTPNNNNNNNATPCRAVVVVVTPNNNNNBTPPCRBVVVVTPNNNNNNNBSCRBVVVVSPPNNNNASPZVVVVTDPPNNNNBT 
NNNNNNNBS 	CRBVVSPNNNNNBSPZVSPPNNNNNNNBS 
DNNNNNNAT 	CRAVTNNNNNBTPCRBVVVTPNNNBSZVVVVVTDDPNNNNNBT 
DPNNAS 	CRAVVVVSPNBSCRBVVSNNNNNNNBSZVVSDPPNNNNNNNNBS 
DPNNNNNNAT 	CRAVTPPNNNNNNNNNBTPCRBVTPNNNNNNNBTPZVTDDDPPNAT 
DDDPNNNNNAT 	CRAVTPPNNNBTPCRBVVVVVTNNNNNNNNATCRAVTPNNNNBSZVVVVTDNNBT 
DDDPPNNNBS 	CRBVVSNNNNNNNASPPCRAVVVVSPPNNNASPPCRAVVVSPNNNNNBTPZVVVVVSPNNNNNNNNNBT 
PPNNNNNNNNBT 	CRBVVVVTPPNNNNNNNNNBSPPCRBVVVVSPPNNNNNNNNNBTPZVVTDDPNBS 
DDDPNNNNNNAT 	CRAVVVVTNNNNASCRAVVVSNNNNNNATPPZVVVVVTDDPPNBT 
DPNNNNNNNNBT 	CRBVVVVTNNNNNATCRAVTPNNNNNASPPCRAVVVVSPPNNNNNNBTPPZVVVVTDNNNNNNNAS 
DDDNNNNNNNNAT 	CRAVVVVVTPNNASPPCRAVVVSNNNNNNNNNBTPPZVVVVVTDPNNNNBS 
DDPNNNNAT 	CRAVTNNASCRAVVVSNNBTPZVVVTNNNNNNAT 
DDPNNNNNNNNBS 	CRBVVVVVSNNNNNNNASPPCRAVVVVVSPPNNNBTPPCRBVVTPPNBTPPCRBVVVTNNBSPZVVSDDPNNNNNNNNBS 
DNNNNNBT 	CRBVVVVVTPPNNNBSPPCRBVVVVVSPPNNNNNBTPPCRBVVVVTPPNNNNNNBTCRBVVVTNNNNBSZVTNNNNNAT 
DDDPPNNNNBS 	CRBVVSPPNNBSPPCRBVVVVVSNNNNNNASPPCRAVSPPNNNNBSPPZVVVVSDDNNNNNNNNBS 
DDDNNNNNNNAS 	CRAVVVVSNNNNBSCRBVVVSNNNNNNNNBSCRBVSNNNNNASPCRAVSPNNNNNNNBSPPZVVSDDDNNNNNNNBS 
DDPPNNNNNNNNBT 	CRBVVVTNNNNNNNNATPCRAVTPNNATPPZVTDDPPNNNAS 
DPPNNNNNNNNNAT 	CRAVVTPPNNNNNNNNASPPCRAVSNNNNNNNNASPPZVVTDDDNNNNNNNAS 
DPPNNNNNNAS 	CRAVSPNBSPPCRBVVVSPPNNNNNNATCRAVTNBTPPZVVVSDDPNNNNNBT 
DPNNBT 	CRBVVVTPPNNNNNNNBSPPCRBVVVVSPNNNNBTPCRBVTPNBTPPCRBVTPPNNNNNNASPPZVTDNNAS 
PNNNAS 	CRAVVSPPNNNNNNBSPPCRBVSPNNNNNNBTPZVVVSDDNNNNNBS 
DDPNNNNBT 	CRBVVVTPPNNNNNNNNNATCRAVVVTPPNNNNNNATPCRAVVTPNNNNNNNATCRAVTPPNASPPZVVVTDDDPPNNNNNNNBS 
NBS 	CRBVVSNNNNNNNATPCRAVVVVTNNNNNNNNBSCRBVVVVVSPPNNASPZVVVVSDPNNNAT 
DDDPNNNNAT 	CRAVVTPNNNNNNASPPCRAVSNNNNNNNNASPCRAVVVVSNNNNBTCRBVTPNNASZVVVVTDDDPPNNNNNNNNNAT 
DDNNNNNAT 	CRAVTPNNNNNNNNASCRAVVSPNNNNNNNATPCRAVVVTNNNNBSPPZVVVVVTDDPPNNNNNNNNNAT 
DDPPNNNNNNNNNAS 	CRAVSPPNNNBTPPZVVVVVSDNNNBS 
DPNBT 	CRBVVTNNNNNNNNASPPCRAVVVVVSPNNNNNNNNBSPZVVVVTDDNNNNNNNNNBS 
PNNNNNNNNBT 	CRBVVTNNNNNNNNBSCRBVVVVVSNNNNNNBSPZVVVVVTDDNNNNNNNNNBS 
PPNNNAT 	CRAVVVTNNNNNBTPCRBVVVVTNNNNNNNASPCRAVVVVSPNNATPPCRAVVTPPNNATPPZVVVTDDDPNAS 
DDDNNNNAT 	CRAVVVVVTPPNNNNNNASPPCRAVVSPNNNBTZVVVVTDDDPNNNNBS 
DDPNNNNNNNNNBS 	CRBVSPNNNNNNNNNATZVVVVVSDDDPPNNNNAT 
DDDPPNNNNNNNAS 	CRAVSPPNBSPCRBVSNNNBSCRBVSNNNNNNNNNBTPPZVVVVVSDPPNAT 
DPPNAT 	CRAVVVVVTPNNNNNNNASZVTDDNNNNNNNNBT 
DPPNNNNNBS 	CRBVVVSPPNNNNNNATPPCRAVVVVTPNNNNASPPCRAVVVSNNNBTPZVVSDDDNNNNAS 
DDPNNAS 	CRAVVVVVSNNNNNNASPPCRAVVSPPNNNNNNNASZVVVVSNNNNNNNNNBT 
DDDNNNNNNNNNAS 	CRAVSPNNNNNNNBSCRBVSPPNNNNNNBSZVVVVVSDDPNNNNNNNAT 
DDDPNNNNNNNBT 	CRBVVVTPNNNNNNNNASPZVVTDDPPNNNAS 
DDDNNNNAS 	CRAVVVVVSPNNNNNNNATCRAVVVVTNNNNNNNNNBSPCRBVVVVVSNNASPCRAVVVVVSNNNNBTPPZVVVVSDPNNNNNNBS 
PPNAT 	CRAVVVVVTPNNNNNNNNBSPPCRBVVSPPNNNNASPZVVVTNNNNNNNNNBS 
DPPNNNNNNBS 	CRBVVVVVSPNNNNNNNATCRAVVVVVTPPNNNNNBSPPCRBVVSPPNNNNNNNNASPZVVSDDNBT 
DDNNNNNNNNAS 	CRAVVVSPPNNNNNNNNASCRAVVVVVSNNNNNNNBTPPCRBVTPNNNNNNNBTZVVSDPNNNNBT 
DNNNNNNNBT 	CRBVVVVTNNNNNASCRAVVVSNNNNNBTZVTDDDNNNNNNAS 
DDPPNNBT 	CRBVVTPPNNNNNNNNASPPCRAVVVSPNNNBTPPZVVVVTPNNNNNAT 
DNNNNNNBS 	CRBVVVSNNNBTCRBVVVTPNNATPPZVVVVVSDDPNNAS 
DDDPPNNNAS 	CRAVSNNNNNNNNBSCRBVVVSPNNASPPZVVVVSNNNNNBS 
DDPNNAS 	CRAVSPNNNNNNATPCRAVVVVTPNNNATPPCRAVVTPNASPPZVVVVSDDPPNNNNNNAS 
DDPNNNNNAT 	CRAVVVVTPPNNNNATPCRAVVTPNNBTPCRBVVTPNNNNNNNATZVVVVVTDDPPNNNAS 
DDDPNNNNNNNNBT 	CRBVVVVVTPNNNNNBSPPCRBVVVVSPPNNNNNNNNBSPPCRBVVVSPNNNNNNBTPPZVVVVTNNNNBS 
DDDPNNNNNNNNNBT 	CRBVTNNNNNNNASZVVVVVTPPNNAT 
DDPNNNNNNNNAT 	CRAVVVVVTNNNATPCRAVVVTPPNNNASPPCRAVVSNNNNNNNNBSPCRBVVVSNNNNNNNNBTZVVVVVTPNNNAS 
DDDPPNNNNNNNAT 	CRAVVVVTPPNNNNNNNNNASCRAVVVSPPNNNNNNNATPCRAVVVVVTPPNNNNNNNNNBTPZVVVVTDPNNNAS 
NNNNNNNAS 	CRAVVVSNNNNNNNNASPCRAVVVVSNNNNNNNNNBSZVVVSDDPPNNNNNNAT 
PNNNNNNNBS 	CRBVVVSPPNATCRAVVTPNNNNNASPPZVVVSDPNNNNBT 
DDNNNNNNNNBT 	CRBVVVVTPNNBSPCRBVVVVVSNNNNNNNNNATPCRAVVTPPNNNNNBTCRBVTNNNASZVTDDDPNNBS 
DPPNNNNNBS 	CRBVVVVSNNNNNNNATPPCRAVVVVVTNNNNNASPCRAVVVVSPNNNNNNNBTPZVVVVVSDDDNNAT 
DDDPPNNNNNNNNNBS 	CRBVVVVVSPPNNNBSPPZVVSPNBT 
DNNBS 	CRBVVVSPPNNNNNATZVVSPNNBT 
DDPNNNNNNNNNAS 	CRAVVVVVSNNNNNNNNNBTCRBVTPNNNNNNNNNASCRAVVVVVSPNASZVVSPPNAT 
DNNNNNNBT 	CRBVVVTPNNNNNNBTPZVTDDDPNNNNNNAS 
DPPNNNNNNNNAT 	CRAVVVVVTPPNNNASPCRAVVSPNNNASPPCRAVVVVSPPNNNNATPCRAVVVTPNNNNNNNATPZVVVVTDDDNNNAS 
DPNNNNNNNAT 	CRAVVTPNNNNNNNBTZVVTDPPNNNNNNNNAT 
DDNNAT 	CRAVVVTPPNNBTPCRBVVVVVTPPNNNNNNBSPCRBVVSPPNNNNNNBTZVTDDDNNNNNNBS 
NAT 	CRAVTPPNNNNNNNATPCRAVTPPNNASCRAVVVVVSPNNNATPCRAVVTPPNNNNNNNATPZVTDDNNNNBT 
DDDPNNNNNNNBT 	CRBVVVTPNNNNNBSCRBVVVSPPNNNBSPZVVVVTDDPNNNNNNNNNBT 
DPPNBT 	CRBVVVVVTPPNNNATCRAVTPNNNNNBTPCRBVVVTNNNNNNNNBTCRBVVVTNNNNNNNNBTZVTDDDPNNNNNBT 
DPNNNNAT 	CRAVTNNNNNATPCRAVVVTPPNNNNNBTCRBVVVVTNNNNNNNNNBSPCRBVVSPNBSZVTDNNBT 
DNAS 	CRAVVSPPNNNNATPPCRAVTPNNASPCRAVSPNNASPPZVVVVVSDDNNNNNNNAS 
DDDPNNNNNBS 	CRBVVSPNNNNNNNNNBSPCRBVSPNNNBSCRBVVVVSNNNNASCRAVVVVSPNNBTPZVVVVSDDDNNNAT 
DDDNNNNNNAT 	CRAVVVTPNNNNNNASPPZVVVVTNNAT 
DDDNNNNNAT 	CRAVVVTNNNNNBTPPCRBVVTPPNNNNNNNASPPZVVVVTDPNNNNNNNNBT 
NNNNNBT 	CRBVTPNNNNNNBTPPCRBVTNNNNATZVTDPPNNNNNNBT 
DDNNNBT 	CRBVVTPNBTCRBVVVVTPPNNNNNNNNNATPPCRAVVTPPNNNNNATCRAVVVTNNNNNNNASPZVVTDDDNNNNNNNNNBT 
DDDNAT 	CRAVVVVTNBSPCRBVVVVVSPPNBTCRBVVVVVTPNNNNNNNNNASPCRAVVVSPNNNNNNASPPZVVVTDDPNNNNBS 
PNNNNBT 	CRBVVTNNNNNBSPPCRBVVVSNNNNNASPZVTPPNNNNNNNNBT 
DPNNNNNNNBT 	CRBVVVVVTPNNNBTCRBVVVTPNBSPPCRBVSPPNNNNNNBTPZVTDPNNNNNNNNNAS 
PPNBS 	CRBVVVVVSPNNNBSCRBVSNNNNNNNNNBSPCRBVVVVVSNNNNNNNATPCRAVVTPPNNNNNNASZVVSPNNBS 
DPNNNNAS 	CRAVSPNNNNASPCRAVVVVVSPPNNNNNNASPCRAVVVVSNNNNNNNBTPZVVVVSNNNNNNNBT 
DPNNNNNBS 	CRBVSPNBSPPCRBVVVVVSPPNNNNNNBSPPCRBVVVSPPNNNNNNBSZVVSDDDPPNNNBS 
DPNAS 	CRAVVVVSPNNNNNNNNASPZVVSDPPNNNNNNNNAS 
DDDPPNNAS 	CRAVSNNNNNNNNBSZVSDDDPNNNNNNNNNBT 
NNNNBS 	CRBVVVSPNNNATPCRAVVVVTPNNBSZVVSDPNNNNNNAS 
PNNNNNNAS 	CRAVVSPPNNBSPCRBVVSPPNNNNNNASPCRAVVVVSNNNNNNNATPPZVVVVVSDDPPNNNAT 
DDPNNNNNNNBS 	CRBVVVSPPNBSCRBVVVSPPNNNNNNNNNATPPCRAVVVVVTNATZVSDDPNNNNNNNAS 
DDNAT 	CRAVTPPNNNBTPPCRBVTPPNNNNATCRAVVVTPNNNNNNNATCRAVVTNNNNNNBTPZVVTPNNNNAS 
DPNNNBT 	CRBVVTPNNNNNNNNNBSZVVVVVTDPPNNNNNNNNBT 
DPPNNAT 	CRAVVVVVTNNBTPPCRBVVVVVTPNNASZVVVVVTDDNNBS 
DDPPNNAS 	CRAVVVVVSNNNNNATCRAVTPPNNNNNASZVVVSDPNBT 
DDDPNNNNBT 	CRBVVVVTPNNNBTPPZVVVVVTDDPNNNNNNBS 
DDDPPNNNNNNBT 	CRBVVTPPNNNNNNNNBSPPCRBVVSPNNNNNNATCRAVTPNNNNNNNNASPZVTDDDPPNNNAS 
DDNBT 	CRBVVTNNNNATCRAVVVVVTPPNNNBSPPCRBVVVVVSNATPPZVVVTDPNNNBT 
NNNNNNNAT 	CRAVVVVVTPPNNNNNNNNNBSPPCRBVVVVSPNNNNASCRAVVVVSPNNNNNNNBTPZVVTDDDPNNNNNAS 
PNNNNNAS 	CRAVVVVSPNATPPCRAVVVVTPPNNNBSPPCRBVVSPNNNNNBSPCRBVVVVVSPNNATZVVVVVSDPPNNNNAS 
DDPPNNNNNNNNNAT 	CRAVTPNNNNATPCRAVTNNNNNNNNBTPCRBVTPNNNNNNBTCRBVVVVTPPNBSZVVVVVTDNNNNNNBS 
DPPNAT 	CRAVVTPPNNNNNBTZVVVTDDDPPNNNNNNNNAS 
DDDNNNNNNNNNAT 	CRAVVTPPNBTPPCRBVVTPPNNNNNNBTZVTDDDNBS 
DPNNNNNNNNBS 	CRBVVVVVSPNNNNNNNNBSPZVVVVVSNAS 
DDNNNNNNBS 	CRBVVVSPNNNBTPCRBVVVVTPPNNBSPPCRBVVVSPNNNNASPZVVVVSNNNNBS 
DDDPPNNNNNNNNNBS 	CRBVVSNNNNNNASZVSPNNNNAT 
DDPNNNNNNNBT 	CRBVVTPNNNNBSPZVVVTDPPNNNNNNNNNAS 
DPPNNBS 	CRBVVVSPNNNBSPPCRBVVSPPNBTPPZVVVVVSDDDPNNNBT 
DNNNNNAS 	CRAVVVSPNNNNNNNNNBTPCRBVVTPNNNNASPCRAVVVVSPPNATCRAVVTNNNNATPPZVSPNNNNNNNNAS 
DPNNNNNNNBS 	CRBVVVVVSPNNNNNNNNATPZVVVVVSDDDPPNNNNNNNAT 
DDDPNBT 	CRBVVVTNNNNNNNASZVVTPPNAS 
DPNNNNNNNNNAT 	CRAVVVVVTPPNNNNNNBTPPCRBVTPPNNNNNNNASZVVVTDPNNBT 
NNNNNNNNAS 	CRAVVSPPNNNNNNNBTPCRBVVTNNNNNNNNNASPPCRAVVVVSPPNNNASCRAVVVVVSPNASZVVVSNBS 
DPNNNNNNAT 	CRAVVVVTNBTPPCRBVVVVVTNNNNNNNNNASPCRAVVVSNNNASZVVTDPNNNNNNNNNBT 
DDPNNAT 	CRAVVVVVTPPNNNNNNNNATCRAVTNNNNNNNBTPCRBVTPNNNBTPPZVVVVTDDDPNNNNNNNBS 
DNNNNBT 	CRBVTPNNNNNNATPPCRAVVTNNNNNNNNBSPCRBVVSPPNNNNNNNNASZVVVVTDDPPNNNNBS 
PNNNNNNNNBT 	CRBVVVVTPNNNNNNBTPPCRBVVVVVTNNNNNNNNASPPZVVVTPNNNNNNNNNBT 
PNNNNAT 	CRAVVTPPNNNASPPZVVTPNBS 
DDDNNNNNNNBT 	CRBVTNNNNNASPPCRAVVVSPNNNNBTPCRBVVVVVTPPNNNNNNNNNATPPCRAVVTPNNNNBTZVVVVVTDDDPNAT 
DPPNNBS 	CRBVVVVSPPNNNNNNNNASCRAVVSPNNNNNATPPZVSPNNAS 
NNNNBS 	CRBVSPNNNNNNNATPCRAVVVVTPNNBTPCRBVTNNNNNNNBTPPCRBVVVVVTNNNNNNNNNBTPZVVVSDDNNNNNNNNNBS 
PPNNNBT 	CRBVTPPNNNNNNNBTPZVVVVVTDDDPPNNNNAS 
DDDPPNNNNNNNNNAT 	CRAVVTNNNNNASPPCRAVVVSPPNNNBTPCRBVTPNNBSPZVVVTDDDPNNNNNNNNBS 
DDDPPNNNNNNNAS 	CRAVSPNNNNNNBTPZVVSNNNNNNNBT 
PPNNNNNNNAT 	CRAVTPNNNBTPCRBVVVVVTNNNNNNNNATPCRAVVVVTNASPPCRAVVSPPNNNNBTPZVTDDDPPNBT 
DDPNNNNNNAS 	CRAVVSPNNNNNBTPCRBVVVVTPPNNNNNNNBTZVVVVVSDPPNNNNNNNNNAT 
NNNNNNNNNBS 	CRBVVVVVSPNNNNNBTPCRBVVTPPNNNNNNNBSPPZVVSDDDNNNNNBS 
DPPNNNNBS 	CRBVSPPNNNNNATPPCRAVVTPNNATCRAVVVTPPNNNBTPPZVVVVSPNNNNNBT 
DDNNNNAT 	CRAVTNNASPPZVVTDPPNNNNNNBT 
NNNNNNNAS 	CRAVSPPNNNNNNNNNBTZVSDDDPPNNNNNNBT 
NNNBS 	CRBVVVVSPNNNNNBSPPZVVVVVSPPNNNNNBT 
NNNNNNNNNAT 	CRAVVVTNBSPCRBVVVVSNNATCRAVVVVVTPNNATPPZVVTDDDNNNBS 
PNNNNAS 	CRAVVVSNNNATPCRAVVVVTPPNBTPZVVSDDPPNNNNNNNAT 
NBT 	CRBVVVVVTNNNNNASPCRAVVVVSPPNNNNNNNATCRAVTPNNBTPZVVVVTPPNBT 
DDPNNNNNAT 	CRAVVVVVTNNNNBTPPZVVVTPNNNNNNNNNBT 
DDDPNNNAT 	CRAVVVTNNNNNNNBTPZVVVVTDPPNNNNNNBS 
DDDPNNNNNNNNAS 	CRAVVVVVSPNASPPCRAVVSPNNNNNNNNBSPPZVVVVSPPNNNNNNNBS 
NNNNNBT 	CRBVTNNBTPPZVVVVVTNNNNNNNAT 
DDDPNNNNNAS 	CRAVVSPNNNNNNNNBSPPZVSDDDPNNNNNNNNAS 
PNNNNNNBS 	CRBVSNNNNNNBSCRBVVVSPNNNNNNBSPCRBVVVSPPNNNNNNNNNATPCRAVTNNNATPZVVVVVSDDPPNNNNNNBS 
DNNNNNNNAT 	CRAVVVTPPNNNNNNBTPPCRBVVVVTNBSPPCRBVVVVVSPPNNNNNNNATPPZVVVVVTDDDPNNNNNNNNBT 
DDPPNNNNNBS 	CRBVVVVSNNBTPPCRBVVVVTPPNNNNNASPZVVSDPNNNNNAS 
DDDNNBS 	CRBVVSPNNNNNNNASPPCRAVVVVSNNNNNNNNNBTPPCRBVVTNNNNNNNNNASZVVVVSDDNNNNNNNNNBT 
DNNNNBT 	CRBVVVVVTPPNNNNNNNBSPCRBVVVVVSNNNATPCRAVVVTPNNNNNNNNASPPCRAVVSPNNNNNNNNATPPZVVTDDNNNAS 
DDDPPNAT 	CRAVVVVTNNNNNNNATPCRAVTPPNNNNNNNNNBSPPCRBVVSNNNNNNNNNBTZVVVVVTPNNNNNNNNNAS 
DDNNNNNBS 	CRBVSPPNNNNNNNNBTPCRBVVVTPPNNNNATPPZVVSPPNNNNNAT 
DNNNNNNNNNBT 	CRBVTPPNNNNNNNNATPCRAVVVVTPPNNNNNNASPPCRAVVVVSPPNNNNASPPCRAVVVVSPNNNNNNNATPZVVVVVTDPNNNNNNNNNBS 
NNBT 	CRBVVVVTPNBTPPCRBVVTPPNNBTCRBVVVVTPPNNNNNBTCRBVVVTNNNNNNNBSZVVVTDDPNNNAT 
PNNNNNNBS 	CRBVVSNNBSCRBVVVVSPPNNNNNNNNBTPPCRBVVVVTPNNNNATPPCRAVVVTPNNNNNNNASPPZVVVSPPNNNNNNNNNAS 
DDDPPNNNNBT 	CRBVVVVVTNNNNNATPCRAVVTNNNNNNATPCRAVVTNNNNNNBTPZVVVVTDDDPPNNNAS 
DDPPNNAT 	CRAVVVTNNNNNBSZVVTDPNNNNNAT 
DNNNNNNNNNAS 	CRAVVVVSNNNNNNNBSPCRBVSPNNNNNNNBTPPCRBVVVVVTPNNNNNNNBTPZVVVVSDPPNNNAT 
PPNNNNNAT 	CRAVVVVVTPNNNNNNASPPCRAVVVSNNNNATPPCRAVVVTPNNBSPPCRBVVVVVSPPNNNNNNBTPZVVVTPNNNNNBT 
DDDNNNNNNNAT 	CRAVTPPNNNNNNATPCRAVVVVTPPNNNNNNNBTPZVVTDPPNNNNAT 
DDNNNNBS 	CRBVSNNNNATPPZVVVVVSDPNNNNNNNNNBT 
DPPNNNAS 	CRAVSPPNATPPZVVVVVSNAT 
DDDPNNNNNAS 	CRAVSNNNNNNNNATPPCRAVVVVVTNNNNNBTCRBVVTPPNNNNATPCRAVVTPPNNNNNNNASZVVVSDDDPNNNNNNNNNAT 
DPPNBS 	CRBVVVVSPNNNNNNBTPPZVSDDPNNNNNNNNNAS 
PNNNNNNNNAT 	CRAVVVVVTPNNNNNNNATPCRAVVVVVTPNNNNNNBSPCRBVVSPPNNNNNBTPPZVVTDDDPPNNNBS 
DDDPNNBT 	CRBVVVTPPNNNNNNNNNASPCRAVVVVSPPNNNBSCRBVVVSNNNNATPCRAVTPPNNNBSZVVVVVTDDNNNNBS 
DDPNBS 	CRBVVVSPNNNNNNNNNASPPCRAVVVSPPNNNNNNNNNATCRAVVTNBTZVVVVSPNNNNNNBT 
DDDPPNNNAT 	CRAVVVVTNNNNNNNBTPPCRBVVTPNASPCRAVVVVVSPNNNNNNBSPPCRBVVVVVSPNATPZVTDDDPPNNNAS 
DDDPPNNNNNNNAS 	CRAVVSPNNNNNASPCRAVVVSNNNNNBSPPZVVVVVSDNNNNBS 
DDDPNNNNNNNBS 	CRBVVVSNNNNBTCRBVVVTNNNNNNATCRAVVVVVTNNNNNNNATPPZVVVSDPPNNNNNNAS 
DDPPNNNNNNAS 	CRAVVVVSPNBTPCRBVTPPNNNNNNNNNASPCRAVVVVVSPPNBSPZVVVVSDDPNNNNNNNNNAT 
DNNNAS 	CRAVVVVSNNBSPPCRBVVSPPNNNNNNNNBTPPCRBVVVTPNNNNNBSZVVVSDPPNNNNBS 
DDDPPNBS 	CRBVVVSPPNASPPCRAVVVVSNNNNBSPCRBVSPNNNNNNATPCRAVVTPPNASPZVVSDDNNNNNAT 
DDDNNNNNNNAS 	CRAVVVVSPPNNNNATPCRAVVTPNNNNNNBSPPCRBVVVVVSPNNNNNNNNNBTCRBVVVTNNNNNNBTPPZVVVVVSPPNNNNNNNNNBS 
DNNNNNNNNNBT 	CRBVVTPNNNNNBTCRBVVVTPPNNNNNBTPCRBVVTPPNASPZVVVVVTDDDNNNNBT 
NNNNNNBS 	CRBVVVVVSPPNNNNNNNNNBSPPCRBVVVSPNNNNNNNBSPCRBVSPPNNNASCRAVVVVSPPNNNNNNBSPPZVVVSDDDPNAT 
DDDPPNNNNBT 	CRBVVTPPNNNNNNNNNBSPZVVVTDDDPPNNNNAT 
DDPPNNNNNNNNBS 	CRBVVVSPNNNNNNNNBTPPCRBVVTPPNNNNNBTPZVVVVVSDNNNAS 
DPPNNNNNNNNBS 	CRBVVVVVSPNNNNNNBSPCRBVVVSPNNATPPCRAVVVVTNNNNNNBTCRBVVVVTPPNNNATPZVVVVVSDPNNNNNNBT 
PPNNNNBS 	CRBVSPPNNBSPCRBVVVSPNNBSPPCRBVVVVVSPPNNNBTPPZVVVVSDDDPPNAT 
DDNNNNNNNBS 	CRBVVSNBSPCRBVVVVVSNNNNNNNASPPCRAVVVVSPNNNNNNNNNATPPCRAVVVVVTPNNNATPZVVVVSDDNNNNNNNBT 
DPNNNNNNNNAS 	CRAVVVVVSPNNNNNNNATPPZVSPPNNNNNNNAS 
DPPNAS 	CRAVVVVVSNNBSPCRBVVSPNATPCRAVVVVVTPNNNNNBSPZVVSDDDPPNNNNNAS 
